Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,10785,55972.6,1502,19,1,3800,200,2
0,14111,164011,839,2,1,400,200,2
0,14114,9174.03,839,2,1,400,200,2
0,14125,1206.8,839,2,1,400,200,2
0,14133,1990.89,839,2,1,400,200,6
0,14153,327.081,839,2,1,400,200,6
0,14156,1772.98,839,2,1,400,200,4
0,14156,78782.6,839,2,1,400,200,2
0,14159,12655.3,839,2,1,400,200,2
0,14161,11907,1502,19,1,3800,200,2
0,14168,23039.7,839,2,1,400,200,4
0,14179,34406.9,839,2,1,400,200,2
0,14183,40543.7,1502,19,1,3800,200,8
0,14188,105227,839,2,1,400,200,2
0,14189,30148.5,839,2,1,400,200,6
0,14199,19519.6,1502,19,1,3800,200,2
0,14208,71618,1502,19,1,3800,200,4
0,14217,59415.3,1502,19,1,3800,200,4
0,14226,42368.3,839,2,1,400,200,2
0,14245,119497,1502,19,1,3800,200,4
0,17273,141187,1502,19,1,3800,200,6
0,17278,69403.4,839,2,1,400,200,4
0,17282,810.105,839,2,1,400,200,2
0,17290,131868,1502,19,1,3800,200,2
0,17291,21155,1502,19,1,3800,200,2
0,17292,101632,839,2,1,400,200,2
0,17297,30057.4,1502,19,1,3800,200,2
0,17311,138805,1502,19,1,3800,200,2
0,17319,45074.7,839,2,1,400,200,2
0,17320,93162.7,1502,19,1,3800,200,2
0,17325,656.159,839,2,1,400,200,4
0,17327,14977.5,1502,19,1,3800,200,2
0,17331,167616,839,2,1,400,200,2
0,17332,173127,1502,19,1,3800,200,2
0,17340,3901.66,1502,19,1,3800,200,4
0,17349,53094.2,839,2,1,400,200,2
0,17354,9681.12,1502,19,1,3800,200,2
0,17359,47151.3,1502,19,1,3800,200,2
0,17369,45367.2,839,2,1,400,200,2
0,17372,985.83,839,2,1,400,200,6
0,17380,7062.13,1502,19,1,3800,200,2
0,17404,81550,1502,19,1,3800,200,2
0,17407,10830.3,839,2,1,400,200,4
0,17411,30623.5,1502,19,1,3800,200,4
0,17427,61700.6,839,2,1,400,200,4
0,20439,40093,1502,19,1,3800,200,2
0,20446,53475.7,1502,19,1,3800,200,2
0,20448,27649.7,839,2,1,400,200,2
0,20468,29112.3,839,2,1,400,200,2
0,20470,87093.5,1502,19,1,3800,200,2
0,20473,94421.3,1502,19,1,3800,200,2
0,20475,456.529,839,2,1,400,200,2
0,20477,35460.7,839,2,1,400,200,2
0,20490,90015.1,1502,19,1,3800,200,6
0,20504,557.26,839,2,1,400,200,2
0,20522,107930,839,2,1,400,200,2
0,20522,31200.3,839,2,1,400,200,2
0,20523,1674.62,839,2,1,400,200,4
0,20538,64121.7,839,2,1,400,200,6
0,20551,7857.54,1502,19,1,3800,200,2
0,20554,33287,839,2,1,400,200,4
0,20557,253.651,839,2,1,400,200,2
0,20559,96173.8,1502,19,1,3800,200,4
0,20564,8976.57,1502,19,1,3800,200,2
0,20567,43072.8,839,2,1,400,200,6
0,20568,4514.57,839,2,1,400,200,2
0,20570,39199,1502,19,1,3800,200,4
0,23407,21715.7,1502,19,1,3800,200,4
0,23412,31647.4,1502,19,1,3800,200,4
0,23414,5821.61,1502,19,1,3800,200,2
0,23424,11802.2,1502,19,1,3800,200,6
0,23424,79661.2,839,2,1,400,200,4
0,23429,4970.83,1502,19,1,3800,200,2
0,23434,3783.21,839,2,1,400,200,2
0,23461,381.448,839,2,1,400,200,4
0,23464,141962,1502,19,1,3800,200,2
0,23465,935.21,839,2,1,400,200,14
0,23469,127103,1502,19,1,3800,200,2
0,23477,1293.07,839,2,1,400,200,4
0,23482,23172.1,1502,19,1,3800,200,2
0,23496,47150.2,839,2,1,400,200,4
0,23500,9056.45,1502,19,1,3800,200,2
0,23511,10072.9,839,2,1,400,200,2
0,23514,75638.7,1502,19,1,3800,200,2
0,23520,98512.4,839,2,1,400,200,4
0,23545,96696.5,839,2,1,400,200,6
0,23546,173580,1502,19,1,3800,200,2
0,23562,27180.4,1502,19,1,3800,200,2
0,26892,62367.1,839,2,1,400,200,2
0,26894,40164.2,839,2,1,400,200,2
0,26895,22273.4,839,2,1,400,200,4
0,26896,36902.1,1502,19,1,3800,200,2
